YEAR;QUART;CALMONTHIC;CALMONTHI;CALMONTH;CALMONTHS;START_DATE_IDX;END_DATE_IDX;ISEOM;ISEOQ;ISEOY;DAYSINMONTH;START_DATE;END_DATE;USER;LOCATION;ESTAT;HC;HC_SOM;HC_EOM;DAYSWORKED;FTE;FTE_SOM;FTE_EOM;FTEWORKED;TENURE;TENURE_SOM;TENURE_EOM;AGE;AGE_SOM;AGE_EOM;HC_EOMS;HIRE;TERM;MOVE_IN;MOVE_OUT;EVRS;GNDR;X
2020;2020_Q1;242;202002;202002;202002;43867;43880;0.0;0.0;0.0;29;2020-02-06;2020-02-19;"TWALKER";"Chicago";"A";1.0;0.0;0.0;14;1.0;0.0;0.0;14.0;0;0;0;29;29;29;0.0;0.0;0.0;1.0;0.0;PRO;M;move_in
2020;2020_Q1;242;202002;202002;202002;43925;43880;0.0;0.0;0.0;29;2020-04-04;2020-02-19;"TWALKER";"Chicago";"A";1.0;0.0;0.0;0;0.0;0.0;0.5;0.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;1.0;REL;M;move_out
2020;2020_Q1;242;202002;202002;202002;43925;43881;0.0;0.0;0.0;29;2020-04-04;2020-02-20;"TWALKER";"LA";"A";1.0;0.0;1.0;10;1.0;0.0;1.0;10.0;0;0;0;29;29;29;0.0;0.0;0.0;1.0;0.0;REL;M;move_in
2020;2020_Q1;243;202003;202003;202003;43925;43900;0.0;0.0;0.0;31;2020-04-04;2020-03-10;"TWALKER";"LA";"A";1.0;1.0;1.0;10;1.0;1.0;0.0;10.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;1.0;PAY;M;move_out
2020;2020_Q1;243;202003;202003;202003;43925;43901;0.0;0.0;0.0;31;2020-04-04;2020-03-11;"TWALKER";"LA";"A";1.0;0.0;0.0;21;0.5;0.0;0.5;10.5;0;0;0;29;29;29;0.0;0.0;0.0;1.0;0.0;PAY;M;move_in
2020;2020_Q2;244;202004;202004;202004;43925;43922;0.0;0.0;0.0;30;2020-04-04;2020-04-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;cont
2020;2020_Q2;245;202005;202005;202005;43925;43952;0.0;0.0;0.0;31;2020-04-04;2020-05-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;cont
2020;2020_Q2;246;202006;202006;202006;43925;43983;0.0;0.0;0.0;30;2020-04-04;2020-06-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;cont
2020;2020_Q3;247;202007;202007;202007;43925;44013;0.0;0.0;0.0;31;2020-04-04;2020-07-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2020;2020_Q3;248;202008;202008;202008;43925;44044;0.0;0.0;0.0;31;2020-04-04;2020-08-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2020;2020_Q3;249;202009;202009;202009;43925;44075;0.0;0.0;0.0;30;2020-04-04;2020-09-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2020;2020_Q4;250;202010;202010;202010;43925;44105;0.0;0.0;0.0;31;2020-04-04;2020-10-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2020;2020_Q4;251;202011;202011;202011;43925;44136;0.0;0.0;0.0;30;2020-04-04;2020-11-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2020;2020_Q4;252;202012;202012;202012;43925;44166;0.0;0.0;0.0;31;2020-04-04;2020-12-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q1;253;202101;202101;202101;43925;44197;0.0;0.0;0.0;31;2020-04-04;2021-01-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q1;254;202102;202102;202102;43925;44228;0.0;0.0;0.0;28;2020-04-04;2021-02-01;"TWALKER";"LA";"A";1.0;1.0;1.0;28;0.5;0.5;0.5;14.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;const
2021;2021_Q1;255;202103;202103;202103;43925;44256;0.0;0.0;0.0;31;2020-04-04;2021-03-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q2;256;202104;202104;202104;43925;44287;0.0;0.0;0.0;30;2020-04-04;2021-04-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;const
2021;2021_Q2;257;202105;202105;202105;43925;44317;0.0;0.0;0.0;31;2020-04-04;2021-05-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q2;258;202106;202106;202106;43925;44348;0.0;0.0;0.0;30;2020-04-04;2021-06-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;const
2021;2021_Q3;259;202107;202107;202107;43925;44378;0.0;0.0;0.0;31;2020-04-04;2021-07-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q3;260;202108;202108;202108;43925;44409;0.0;0.0;0.0;31;2020-04-04;2021-08-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q3;261;202109;202109;202109;43925;44440;0.0;0.0;0.0;30;2020-04-04;2021-09-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q4;262;202110;202110;202110;43925;44470;0.0;0.0;0.0;31;2020-04-04;2021-10-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q4;263;202111;202111;202111;43925;44501;0.0;0.0;0.0;30;2020-04-04;2021-11-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2021;2021_Q4;264;202112;202112;202112;43925;44531;0.0;0.0;0.0;31;2020-04-04;2021-12-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q1;265;202201;202201;202201;43925;44562;0.0;0.0;0.0;31;2020-04-04;2022-01-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q1;266;202202;202202;202202;43925;44593;0.0;0.0;0.0;28;2020-04-04;2022-02-01;"TWALKER";"LA";"A";1.0;1.0;1.0;28;0.5;0.5;0.5;14.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;const
2022;2022_Q1;267;202203;202203;202203;43925;44621;0.0;0.0;0.0;31;2020-04-04;2022-03-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q2;268;202204;202204;202204;43925;44652;0.0;0.0;0.0;30;2020-04-04;2022-04-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;const
2022;2022_Q2;269;202205;202205;202205;43925;44682;0.0;0.0;0.0;31;2020-04-04;2022-05-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q2;270;202206;202206;202206;43925;44713;0.0;0.0;0.0;30;2020-04-04;2022-06-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;const
2022;2022_Q3;271;202207;202207;202207;43925;44743;0.0;0.0;0.0;31;2020-04-04;2022-07-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q3;272;202208;202208;202208;43925;44774;0.0;0.0;0.0;31;2020-04-04;2022-08-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q3;273;202209;202209;202209;43925;44805;0.0;0.0;0.0;30;2020-04-04;2022-09-01;"TWALKER";"LA";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q4;274;202210;202210;202210;43925;44835;0.0;0.0;0.0;31;2020-04-04;2022-10-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q4;275;202211;202211;202211;43925;44866;0.0;0.0;0.0;30;2020-04-04;2022-11-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2022;2022_Q4;276;202212;202212;202212;43925;44896;0.0;0.0;0.0;31;2020-04-04;2022-12-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2023;2023_Q1;277;202301;202301;202301;43925;44927;0.0;0.0;0.0;31;2020-04-04;2023-01-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2023;2023_Q1;278;202302;202302;202302;43925;44958;0.0;0.0;0.0;28;2020-04-04;2023-02-01;"TWALKER";"LA";"A";1.0;1.0;1.0;28;0.5;0.5;0.5;14.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2023;2023_Q1;279;202303;202303;202303;43925;44986;0.0;0.0;0.0;31;2020-04-04;2023-03-01;"TWALKER";"LA";"A";1.0;1.0;1.0;31;0.0;0.0;0.0;15.5;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2023;2023_Q2;280;202304;202304;202304;43925;45031;0.0;0.0;0.0;30;2020-04-04;2023-04-15;"TWALKER";"LA";"A";1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;29;29;29;0.0;0.0;1.0;0.0;0.0;TEV;M;Term event
2023;2023_Q2;280;202304;202304;202304;43925;45032;0.0;0.0;0.0;30;2020-04-04;2023-04-16;"TWALKER";"LA";"A";1.0;1.0;0.0;0;0.5;0.5;0.0;8.0;0;0;0;29;29;29;0.0;0.0;0.0;0.0;0.0;;M;Term event
2020;2020_Q1;243;202003;202003;202003;43895;43921;1.0;1.0;0.0;31;2020-03-05;2020-03-31;"A1";"Chicago";"A";1.0;0.0;1.0;27;1.0;0.0;1.0;27;0;0;0;29;29;29;1;1;0;0;0;HIR;F;stEOM
2020;2020_Q2;244;202004;202004;202004;43922;43951;1.0;0.0;0.0;30;2020-04-01;2020-04-30;"A1";"Chicago";"A";1.0;1.0;1.0;30;1.0;1.0;1.0;30;1;0;1;29;29;29;1;0;0;0;1;P01;F;stEOM
2020;2020_Q2;245;202005;202005;202005;43954;43953;0.0;0.0;0.0;31;2020-05-02;2020-05-01;"A1";"Chicago";"A";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfteve@2020-05-02 LC
2020;2020_Q2;245;202005;202005;202005;43954;43953;0.0;0.0;0.0;31;2020-05-02;2020-05-01;"A1";"NewYork";"A";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;1;0;P01;F;move_in
2020;2020_Q2;245;202005;202005;202005;43953;43982;1.0;0.0;0.0;31;2020-05-01;2020-05-31;"A1";"NewYork";"A";1.0;1.0;1.0;31;0.5;1.0;0.5;15,5;2;1;2;29;29;29;1;0;0;0;0;;F;stEOM
2020;2020_Q2;246;202006;202006;202006;43983;44012;1.0;1.0;0.0;30;2020-06-01;2020-06-30;"A1";"NewYork";"A";1.0;1.0;1.0;30;0.5;0.5;0.5;15;3;2;3;29;29;29;1;0;0;0;0;;F;stEOM
2020;2020_Q3;247;202007;202007;202007;44013;44043;1.0;0.0;0.0;31;2020-07-01;2020-07-31;"A1";"NewYork";"A";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;4;3;4;29;29;29;1;0;0;0;0;;F;stEOM
2020;2020_Q3;248;202008;202008;202008;44044;44067;0.0;0.0;0.0;31;2020-08-01;2020-08-24;"A1";"NewYork";"A";1.0;0.0;0.0;24;0.5;0.0;0.0;12;5;0;0;30;0;0;0;0;0;0;0;;F;termclose-1@2020-08-25 HC
2020;2020_Q3;248;202008;202008;202008;44069;44068;0.0;0.0;0.0;31;2020-08-26;2020-08-25;"A1";"NewYork";"A";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfterm@2020-08-25 HC
2020;2020_Q3;248;202008;202008;202008;44068;44074;1.0;0.0;0.0;31;2020-08-25;2020-08-31;"A1";"Frankfurt";"A";0.0;1.0;0.0;0;0.0;0.5;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stEOM
2020;2020_Q4;252;202012;202012;202012;44170;44196;1.0;1.0;1.0;31;2020-12-05;2020-12-31;"A1";"Frankfurt";"A";1.0;0.0;1.0;27;1.0;0.0;1.0;13.5;0;0;0;30;30;30;1;0;0;0;0;;F;stEOM
2021;2021_Q1;253;202101;202101;202101;44197;44227;1.0;0.0;0.0;31;2021-01-01;2021-01-31;"A1";"Frankfurt";"A";1.0;1.0;1.0;31;1.0;1.0;1.0;31;1;0;1;30;30;30;1;0;0;0;0;;F;stEOM
2021;2021_Q1;254;202102;202102;202102;44228;44255;0.0;0.0;0.0;28;2021-02-01;2021-02-09;"A1";"Frankfurt";"A";1.0;1.0;1.0;10;1.0;1.0;1.0;10;2;1;2;30;30;30;1;0;0;0;0;;F;stEOM
2021;2021_Q1;254;202102;202102;202102;44228;44255;0.0;0.0;0.0;28;2021-02-11;2021-02-10;"A1";"Frankfurt";"A";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stop Frankfurt
2021;2021_Q1;254;202102;202102;202102;44228;44255;0.0;0.0;0.0;28;2021-02-10;2021-02-15;"A1";"LA";"A";1.0;1.0;1.0;6;1.0;1.0;1.0;6;2;1;2;30;30;30;1;0;0;0;0;;F;stEOM
2021;2021_Q1;254;202102;202102;202102;44228;44255;0.0;0.0;0.0;28;2021-02-11;2021-02-16;"A1";"LA";"A";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stop LA
2021;2021_Q1;254;202102;202102;202102;44228;44255;1.0;0.0;0.0;28;2021-02-16;2021-02-28;"A1";"Frankfurt";"A";1.0;1.0;1.0;12;1.0;1.0;1.0;13;2;1;2;30;30;30;1;0;0;0;0;;F;stEOM
2021;2021_Q1;255;202103;202103;202103;44256;44286;1.0;1.0;0.0;31;2021-03-01;2021-03-31;"A1";"Frankfurt";"A";1.0;1.0;1.0;31;1.0;1.0;1.0;31;3;2;3;30;30;30;1;0;0;0;0;;F;stEOM
2021;2021_Q2;256;202104;202104;202104;44287;44290;0.0;0.0;0.0;30;2021-04-01;2021-04-04;"A1";"Frankfurt";"A";1.0;0.0;0.0;4;1.0;0.0;0.0;4;3;0;0;30;0;0;0;0;0;0;0;;F;termclose-1@2021-04-05 HC
2021;2021_Q2;256;202104;202104;202104;44292;44291;0.0;0.0;0.0;30;2021-04-06;2021-04-05;"A1";"Frankfurt";"A";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfterm@2021-04-05 HC
2021;2021_Q2;256;202104;202104;202104;44291;44316;1.0;0.0;0.0;30;2021-04-05;2021-04-30;"A1";"Frankfurt";"A";0.0;1.0;0.0;0;0.0;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stEOM
2022;2022_Q1;265;202201;202201;202201;44587;44592;1.0;0.0;0.0;31;2022-01-26;2022-01-31;"A1";"Frankfurt";"U";1.0;0.0;1.0;6;0.5;0.0;0.5;3;0;0;0;31;31;31;1;0;0;0;0;;F;stEOM
2022;2022_Q1;266;202202;202202;202202;44593;44618;0.0;0.0;0.0;28;2022-02-01;2022-02-26;"A1";"Frankfurt";"U";1.0;0.0;0.0;26;0.5;0.0;0.0;13;1;0;0;31;0;0;0;0;0;0;0;TER;F;termclose-1@2022-02-27 HC
2022;2022_Q1;266;202202;202202;202202;44620;44619;0.0;0.0;0.0;28;2022-02-28;2022-02-27;"A1";"Frankfurt";"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stopAfterm@2022-02-27 HC
2022;2022_Q1;266;202202;202202;202202;44619;44620;1.0;0.0;0.0;28;2022-02-27;2022-02-28;"A1";"Frankfurt";"U";0.0;1.0;0.0;0;0.0;0.5;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q3;271;202207;202207;202207;44758;44773;1.0;0.0;0.0;31;2022-07-16;2022-07-31;"A1";"Bangalore";"U";1.0;0.0;1.0;16;0.5;0.0;0.5;8;0;0;0;31;31;31;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q3;272;202208;202208;202208;44774;44804;1.0;0.0;0.0;31;2022-08-01;2022-08-31;"A1";"Bangalore";"U";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;1;0;1;32;31;32;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q3;273;202209;202209;202209;44805;44834;1.0;1.0;0.0;30;2022-09-01;2022-09-30;"A1";"Bangalore";"U";1.0;1.0;1.0;30;0.5;0.5;0.5;15;2;1;2;32;32;32;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q4;274;202210;202210;202210;44835;44865;1.0;0.0;0.0;31;2022-10-01;2022-10-31;"A1";"Bangalore";"U";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;3;2;3;32;32;32;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q4;275;202211;202211;202211;44866;44891;0.0;0.0;0.0;30;2022-11-01;2022-11-26;"A1";"Bangalore";"U";1.0;0.0;0.0;26;0.5;0.0;0.0;13;4;0;0;32;0;0;0;;0;0;0;0;0;TER;F;termclose-1@2022-11-27 HC
2022;2022_Q4;275;202211;202211;202211;44893;44892;0.0;0.0;0.0;30;2022-11-28;2022-11-27;"A1";"Bangalore";"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stopAfterm@2022-11-27 HC
2022;2022_Q4;275;202211;202211;202211;44892;44895;1.0;0.0;0.0;30;2022-11-27;2022-11-30;"A1";"LA";"U";0.0;1.0;0.0;0;0.0;0.5;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stEOM
2023;2023_Q1;279;202303;202303;202303;44998;45016;1.0;1.0;0.0;31;2023-03-13;2023-03-31;"A1";"LA";"U";1.0;0.0;1.0;19;0.5;0.0;0.5;9.5;0;0;0;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q2;280;202304;202304;202304;45017;45046;1.0;0.0;0.0;30;2023-04-01;2023-04-30;"A1";"LA";"U";1.0;1.0;1.0;30;0.5;0.5;0.5;15;1;0;1;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q2;281;202305;202305;202305;45047;45067;0.0;0.0;0.0;31;2023-05-01;2023-05-21;"A1";"LA";"U";1.0;0.0;0.0;21;0.5;0.0;0.0;10.5;2;0;0;32;0;0;0;0;0;0;0;;F;perclose-1 from 2023-05-22 LC
2023;2023_Q2;281;202305;202305;202305;45069;45068;0.0;0.0;0.0;31;2023-05-23;2023-05-22;"A1";"LA";"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfteve@2023-05-22 LC
2023;2023_Q2;281;202305;202305;202305;45068;45077;1.0;0.0;0.0;31;2023-05-22;2023-05-31;"A1";"LA";"U";1.0;1.0;1.0;10;1.0;0.5;1.0;5;2;1;2;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q2;282;202306;202306;202306;45078;45107;1.0;1.0;0.0;30;2023-06-01;2023-06-30;"A1";"LA";"U";1.0;1.0;1.0;30;1.0;1.0;1.0;30;3;2;3;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q3;283;202307;202307;202307;45108;45138;1.0;0.0;0.0;31;2023-07-01;2023-07-31;"A1";"LA";"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;4;3;4;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q3;284;202308;202308;202308;45139;45169;1.0;0.0;0.0;31;2023-08-01;2023-08-31;"A1";"LA";"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;5;4;5;33;32;33;1;0;0;0;0;;F;stEOM
2023;2023_Q3;285;202309;202309;202309;45170;45199;1.0;1.0;0.0;30;2023-09-01;2023-09-30;"A1";"LA";"U";1.0;1.0;1.0;30;1.0;1.0;1.0;30;6;5;6;33;33;33;1;0;0;0;0;;F;stEOM
2023;2023_Q4;286;202310;202310;202310;45200;45216;0.0;0.0;0.0;31;2023-10-01;2023-10-17;"A1";"LA";"U";1.0;0.0;0.0;17;1.0;0.0;0.0;17;7;0;0;33;0;0;0;0;0;0;0;;F;perclose-1 from 2023-10-18 LC
2023;2023_Q4;286;202310;202310;202310;45218;45217;0.0;0.0;0.0;31;2023-10-19;2023-10-18;"A1";"LA";"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfteve@2023-10-18 LC
2023;2023_Q4;286;202310;202310;202310;45217;45230;1.0;0.0;0.0;31;2023-10-18;2023-10-31;"A1";"LA";"U";1.0;1.0;1.0;14;1.0;1.0;1.0;14;7;6;7;33;33;33;1;0;0;0;0;;F;stEOM
2023;2023_Q4;287;202311;202311;202311;45231;45260;1.0;0.0;0.0;30;2023-11-01;2023-11-30;"A1";"LA";"U";1.0;1.0;1.0;30;1.0;1.0;1.0;30;8;7;8;33;33;33;1;0;0;0;0;;F;stEOM
2023;2023_Q4;288;202312;202312;202312;45261;45291;1.0;1.0;1.0;31;2023-12-01;2023-12-31;"A1";"LA";"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;9;8;9;33;33;33;1;0;0;0;0;;F;stEOM
2024;2024_Q1;289;202401;202401;202401;45292;45322;1.0;0.0;0.0;31;2024-01-01;2024-01-31;"A1";"LA";"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;10;9;10;33;33;33;1;0;0;0;0;;F;stEOM
