# This is A1, it is every close to P00001, but the switch from CHICAGO to NEWYORK on 2020-05-01 is exactly on the month boundary -> no "natural stop record"
# it also adds  brief inter-month jump during Feb 2021   Feb 10th - Feb 15th 2021 @LA
YEAR;QUART;CALMONTHIC;CALMONTHI;CALMONTH;CALMONTHS;START_DATE_IDX;END_DATE_IDX;ISEOM;ISEOQ;ISEOY;DAYSINMONTH;START_DATE;END_DATE;USER;LOCATION;ESTAT;HC;HC_SOM;HC_EOM;DAYSWORKED;FTE;FTE_SOM;FTE_EOM;FTEWORKED;TENURE;TENURE_SOM;TENURE_EOM;AGE;AGE_SOM;AGE_EOM;HC_EOMS;HIRE;TERM;MOVE_IN;MOVE_OUT;EVRS;GNDR;X
2022;2022_Q1;266;202202;202202;202202;44620;44619;0.0;0.0;0.0;28;2022-02-28;2022-02-27;"A1";"Frankfurt"           ;"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stopAfterm@2022-02-27 HC
2022;2022_Q1;266;202202;202202;202202;44619;44620;1.0;0.0;0.0;28;2022-02-27;2022-02-28;"A1";"Frankfurt"           ;"U";0.0;1.0;0.0;0;0.0;0.5;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q3;271;202207;202207;202207;44758;44773;1.0;0.0;0.0;31;2022-07-16;2022-07-31;"A1";"Bangalore"           ;"U";1.0;0.0;1.0;16;0.5;0.0;0.5;8;0;0;0;31;31;31;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q3;272;202208;202208;202208;44774;44804;1.0;0.0;0.0;31;2022-08-01;2022-08-31;"A1";"Bangalore"           ;"U";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;1;0;1;32;31;32;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q3;273;202209;202209;202209;44805;44834;1.0;1.0;0.0;30;2022-09-01;2022-09-30;"A1";"Bangalore"           ;"U";1.0;1.0;1.0;30;0.5;0.5;0.5;15;2;1;2;32;32;32;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q4;274;202210;202210;202210;44835;44865;1.0;0.0;0.0;31;2022-10-01;2022-10-31;"A1";"Bangalore"           ;"U";1.0;1.0;1.0;31;0.5;0.5;0.5;15.5;3;2;3;32;32;32;1;;0;0;0;0;0;TER;F;stEOM
2022;2022_Q4;275;202211;202211;202211;44866;44891;0.0;0.0;0.0;30;2022-11-01;2022-11-26;"A1";"Bangalore"           ;"U";1.0;0.0;0.0;26;0.5;0.0;0.0;13;4;0;0;32;0;0;0;;0;0;0;0;0;TER;F;termclose-1@2022-11-27 HC
2022;2022_Q4;275;202211;202211;202211;44893;44892;0.0;0.0;0.0;30;2022-11-28;2022-11-27;"A1";"Bangalore"           ;"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stopAfterm@2022-11-27 HC
2022;2022_Q4;275;202211;202211;202211;44892;44895;1.0;0.0;0.0;30;2022-11-27;2022-11-30;"A1";"LA"                  ;"U";0.0;1.0;0.0;0;0.0;0.5;0.0;0;0;0;0;0;0;0;0;;0;0;0;0;0;TER;F;stEOM
2023;2023_Q1;279;202303;202303;202303;44998;45016;1.0;1.0;0.0;31;2023-03-13;2023-03-31;"A1";"LA"                  ;"U";1.0;0.0;1.0;19;0.5;0.0;0.5;9.5;0;0;0;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q2;280;202304;202304;202304;45017;45046;1.0;0.0;0.0;30;2023-04-01;2023-04-30;"A1";"LA"                  ;"U";1.0;1.0;1.0;30;0.5;0.5;0.5;15;1;0;1;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q2;281;202305;202305;202305;45047;45067;0.0;0.0;0.0;31;2023-05-01;2023-05-21;"A1";"LA"                  ;"U";1.0;0.0;0.0;21;0.5;0.0;0.0;10.5;2;0;0;32;0;0;0;0;0;0;0;;F;perclose-1 from 2023-05-22 LC
2023;2023_Q2;281;202305;202305;202305;45069;45068;0.0;0.0;0.0;31;2023-05-23;2023-05-22;"A1";"LA"                  ;"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfteve@2023-05-22 LC
2023;2023_Q2;281;202305;202305;202305;45068;45077;1.0;0.0;0.0;31;2023-05-22;2023-05-31;"A1";"LA"                  ;"U";1.0;1.0;1.0;10;1.0;0.5;1.0;5;2;1;2;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q2;282;202306;202306;202306;45078;45107;1.0;1.0;0.0;30;2023-06-01;2023-06-30;"A1";"LA"                  ;"U";1.0;1.0;1.0;30;1.0;1.0;1.0;30;3;2;3;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q3;283;202307;202307;202307;45108;45138;1.0;0.0;0.0;31;2023-07-01;2023-07-31;"A1";"LA"                  ;"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;4;3;4;32;32;32;1;0;0;0;0;;F;stEOM
2023;2023_Q3;284;202308;202308;202308;45139;45169;1.0;0.0;0.0;31;2023-08-01;2023-08-31;"A1";"LA"                  ;"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;5;4;5;33;32;33;1;0;0;0;0;;F;stEOM
2023;2023_Q3;285;202309;202309;202309;45170;45199;1.0;1.0;0.0;30;2023-09-01;2023-09-30;"A1";"LA"                  ;"U";1.0;1.0;1.0;30;1.0;1.0;1.0;30;6;5;6;33;33;33;1;0;0;0;0;;F;stEOM
2023;2023_Q4;286;202310;202310;202310;45200;45216;0.0;0.0;0.0;31;2023-10-01;2023-10-17;"A1";"LA"                  ;"U";1.0;0.0;0.0;17;1.0;0.0;0.0;17;7;0;0;33;0;0;0;0;0;0;0;;F;perclose-1 from 2023-10-18 LC
2023;2023_Q4;286;202310;202310;202310;45218;45217;0.0;0.0;0.0;31;2023-10-19;2023-10-18;"A1";"LA"                  ;"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfteve@2023-10-18 LC
2023;2023_Q4;286;202310;202310;202310;45217;45230;1.0;0.0;0.0;31;2023-10-18;2023-10-31;"A1";"LA"                  ;"U";1.0;1.0;1.0;14;1.0;1.0;1.0;14;7;6;7;33;33;33;1;0;0;0;0;;F;stEOM
2023;2023_Q4;287;202311;202311;202311;45231;45260;1.0;0.0;0.0;30;2023-11-01;2023-11-30;"A1";"LA"                  ;"U";1.0;1.0;1.0;30;1.0;1.0;1.0;30;8;7;8;33;33;33;1;0;0;0;0;;F;stEOM
2023;2023_Q4;288;202312;202312;202312;45261;45291;1.0;1.0;1.0;31;2023-12-01;2023-12-31;"A1";"LA"                  ;"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;9;8;9;33;33;33;1;0;0;0;0;;F;stEOM
2024;2024_Q1;289;202401;202401;202401;45292;45322;1.0;0.0;0.0;31;2024-01-01;2024-01-31;"A1";"LA"                  ;"U";1.0;1.0;1.0;31;1.0;1.0;1.0;31;10;9;10;33;33;33;1;0;0;0;0;;F;stEOM
2024;2024_Q1;290;202402;202402;202402;45323;45347;0.0;0.0;0.0;29;2024-02-01;2024-02-25;"A1";"LA"                  ;"U";1.0;0.0;0.0;25;1.0;0.0;0.0;25;11;0;0;33;0;0;0;0;0;0;0;;F;termclose-1@2024-02-26 HC
2024;2024_Q1;290;202402;202402;202402;45349;45348;0.0;0.0;0.0;29;2024-02-27;2024-02-26;"A1";"LA"                  ;"U";0.0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stopAfterm@2024-02-26 HC
2024;2024_Q1;290;202402;202402;202402;45348;45351;1.0;0.0;0.0;29;2024-02-26;2024-02-29;"A1";"LA"                  ;"U";0.0;1.0;0.0;0;0.0;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;;F;stEOM
