YEAR;QUART;CALMONTHIC;CALMONTHI;CALMONTH;CALMONTHS;START_DATE_IDX;END_DATE_IDX;ISEOM;ISEOQ;ISEOY;DAYSINMONTH;START_DATE;END_DATE;USER;LOCATION;ESTAT;HC;HC_SOM;HC_EOM;DAYSWORKED;FTE;FTE_SOM;FTE_EOM;FTEWORKED;TENURE;TENURE_SOM;TENURE_EOM;AGE;AGE_SOM;AGE_EOM;HC_EOMS;HIRE;TERM;MOVE_OUT;MOVE_IN;EVRS;GNDR;X
2020;2020_Q4;252;202012;202012;202012;44170;44196;1.0;1.0;1.0;31;2020-12-05;2020-12-31;"P1"   ;"Frankfurt"           ;"A";1.0;0.0;1.0;27;1.0;0.0;1.0;13.5; 0; 0; 0;30;30;30;1;stEOM
2021;2021_Q1;253;202101;202101;202101;44197;44227;1.0;0.0;0.0;31;2021-01-01;2021-01-31;"P1"   ;"Frankfurt"           ;"A";1.0;1.0;1.0;31;1.0;1.0;1.0;  31; 1; 0; 1;30;30;30;1;stEOM
2021;2021_Q1;254;202102;202102;202102;44228;44255;1.0;0.0;0.0;28;2021-02-01;2021-02-28;"P1"   ;"Frankfurt"           ;"A";1.0;1.0;1.0;28;1.0;1.0;1.0;  28; 2; 1; 2;30;30;30;1;stEOM
2021;2021_Q1;255;202103;202103;202103;44256;44286;1.0;1.0;0.0;31;2021-03-01;2021-03-31;"P1"   ;"Frankfurt"           ;"A";1.0;1.0;1.0;31;1.0;1.0;1.0;  31; 3; 2; 3;30;30;30;1;stEOM
2021;2021_Q2;256;202104;202104;202104;44287;44290;0.0;0.0;0.0;30;2021-04-01;2021-04-04;"P1"   ;"Frankfurt"           ;"A";1.0;0.0;0.0; 4;1.0;0.0;0.0;   4; 3; 0; 0;30; 0; 0;0;termclose-1@2021-04-05 HC
2021;2021_Q2;256;202104;202104;202104;44292;44291;0.0;0.0;0.0;30;2021-04-06;2021-04-05;"P1"   ;"Frankfurt"           ;"A";0.0;0.0;0.0; 0;0.0;0.0;0.0;   0; 0; 0; 0; 0; 0; 0;0;stopAfterm@2021-04-05 HC
2021;2021_Q2;256;202104;202104;202104;44291;44316;1.0;0.0;0.0;30;2021-04-05;2021-04-30;"P1"   ;"Frankfurt"           ;"A";0.0;1.0;0.0; 0;0.0;1.0;0.0;   0; 0; 0; 0; 0; 0; 0;0;stEOM
2022;2022_Q1;265;202201;202201;202201;44587;44592;1.0;0.0;0.0;31;2022-01-26;2022-01-31;"P1"   ;"Frankfurt"           ;"U";1.0;0.0;1.0; 6;0.5;0.0;0.5;   3; 0; 0; 0;31;31;31;1;stEOM
2022;2022_Q1;266;202202;202202;202202;44593;44618;0.0;0.0;0.0;28;2022-02-01;2022-02-26;"P1"   ;"Frankfurt"           ;"U";1.0;0.0;0.0;26;0.5;0.0;0.0;  13; 1; 0; 0;31; 0; 0;0;termclose-1@2022-02-27 HC
2022;2022_Q1;266;202202;202202;202202;44620;44619;0.0;0.0;0.0;28;2022-02-28;2022-02-27;"P1"   ;"Frankfurt"           ;"U";0.0;0.0;0.0; 0;0.0;0.0;0.0;   0; 0; 0; 0; 0; 0; 0;0;stopAfterm@2022-02-27 HC
2022;2022_Q1;266;202202;202202;202202;44619;44620;1.0;0.0;0.0;28;2022-02-27;2022-02-28;"P1"   ;"Frankfurt"           ;"U";0.0;1.0;0.0; 0;0.0;0.5;0.0;   0; 0; 0; 0; 0; 0; 0;0;stEOM
